Column1;Column2;Column3;Column4;Column5
sensible;sensitive;-;0.884793 0.860987;192
Merci;Thank;-;0.711111 0.860987;192
,;the;-;0.010117 0.015486;192
trente;thirty;-;0.950495 0.683274;192
mammif�re;mammal;-;0.994792 1.000000;191
lourd;heavy;-;0.792531 0.651877;191
N' oublie;forget;-;0.984536 0.221578;191
L';The;-;0.489744 0.040891;191
urgence;emergency;-;0.984536 0.964646;191
larmes;tears;-;0.989637 0.974490;191
plus;than;-;0.151757 0.375494;190
h�pital;hospital;-;0.984456 1.000000;190
un;of;-;0.022032 0.042063;190
nuage;cloud;-;0.994764 0.945274;190
Betty;Betty;-;0.935961 0.994764;190
retard;late;-;0.935961 0.517711;190
Donnez;Give;-;0.917874 0.434783;190
fait;the;-;0.059886 0.015244;189
ta;your;-;0.847534 0.104075;189
occup�;busy;-;0.875000 0.544669;189
r�union;meeting;-;0.964286 0.732558;189
r�parer;repaired;-;0.641638 0.831858;188
cher;expensive;-;0.959184 0.661972;188
cr�me;cream;-;0.944724 0.650519;188
baseball;baseball;-;0.940000 0.944724;188
�t�;been;-;0.409586 0.505376;188
doit;must;-;0.786611 0.317032;188
Je;to;-;0.019025 0.021202;187
fait .;.;-;0.944444 0.000225;187
r�cemment;recently;-;0.890476 0.958974;187
Oh;Oh;-;0.968912 0.963918;187
dois;must;-;0.525281 0.315346;187
femme;woman;-;0.394904 0.815789;186
id�es;ideas;-;0.953608 0.920398;185
faire;you;-;0.032354 0.020620;185
prix;price;-;0.828829 0.810573;184
r�frig�rateur;fridge;-;0.676471 0.948454;184
saisons;seasons;-;1.000000 0.963351;184
tante;aunt;-;0.994595 0.973545;184
pleurer;cry;-;0.796537 0.855814;184
sais;know;-;0.634483 0.340741;184
le;it;-;0.038437 0.078198;184
ciseaux;scissors;-;0.989247 0.910891;184
assiette;plate;-;0.989189 0.924242;183
plafond;ceiling;-;1.000000 1.000000;183
camion;truck;-;0.994565 0.958115;183
Ces;These;-;0.953125 0.924242;183
moteur;engine;-;0.958115 0.919598;183
huile;oil;-;0.933333 0.914573;182
davantage;more;-;0.722222 0.204724;182
il;,;-;0.063370 0.009502;182
grand-p�re;grandfather;-;1.000000 0.957895;182
baguettes;chopsticks;-;0.994536 1.000000;182
Voici;Here;-;0.978378 0.905000;181
chanter;sing;-;0.595395 0.609428;181
autre;other;-;0.315881 0.576433;181
manger;eating;-;0.072087 0.622837;180
nia;denied;-;0.878049 0.562500;180
en;the;-;0.088279 0.014518;180
tout;everything;-;0.215054 0.759494;180
poup�es;dolls;-;1.000000 1.000000;180
fortune;fortune;-;0.994444 0.962366;179
vaches;Cows;-;0.873171 0.748954;179
machine;machine;-;0.876847 0.956989;178
faire;to do;-;0.031130 0.763948;178
P�re;Father;-;0.936842 0.780702;178
d�cid�;decided;-;0.951872 0.773913;178
japonaise;Japanese;-;0.816514 0.393805;178
frapp�;hit;-;0.868293 0.732510;178
faire;make;-;0.030955 0.392461;177
poivre;pepper;-;1.000000 1.000000;176
sushis;sushi;-;0.972376 0.578947;176
pla�t;please;-;0.491620 0.336520;176
saveur;flavor;-;1.000000 0.977778;176
nie;denies;-;0.926316 1.000000;176
me;I;-;0.131441 0.009939;176
chaussures;shoes;-;0.862069 0.764192;175
li�vre;hare;-;1.000000 1.000000;175
film;movie;-;0.966667 0.950820;174
Certains;Some;-;0.983051 0.883249;174
cloche;bell;-;0.689243 0.930108;173
usine;factory;-;0.945355 0.982955;173
bo�te;box;-;0.945355 0.655303;173
bient�t;soon;-;0.873737 0.736170;173
Voudriez;Would;-;0.765487 0.396789;173
Bob;Bob;-;0.925134 0.905759;173
Elle a;She;-;0.982857 0.004535;172
Nettoie;Clean;-;0.994220 1.000000;172
lorsque;when;-;0.934783 0.176955;172
bouche;mouth;-;0.977273 0.914894;172
montagne;mountain;-;0.914894 0.971751;172
cuisine;cooking;-;0.180380 0.476323;171
lentement;slowly;-;1.000000 0.944751;171
chanteuse;singer;-;0.899471 0.214646;170
vaisselle;dishes;-;0.841584 0.845771;170
boulanger;baker;-;1.000000 0.965714;169
diplomate;diplomat;-;0.960227 0.982558;169
g�le;freezes;-;0.994118 1.000000;169
est;The;-;0.013124 0.036181;169
vent;wind;-;0.944134 0.988304;169
Pouvez;Can;-;0.828431 0.367391;169
plantes;plants;-;0.954545 0.933333;168
Avant;Before;-;0.976744 0.994083;168
facile;easy;-;0.594306 0.874346;167
Bien s�r;Of course;-;0.466480 0.766055;167
vacances;vacation;-;0.713675 0.795238;167
gaz;gas;-;1.000000 0.965318;167
Essaie;Try;-;0.965116 0.728070;166
dormi;sleep;-;0.582456 0.420253;166
dans;the;-;0.049375 0.013389;166
coupable;guilty;-;1.000000 0.926966;165
faire .;.;-;0.837563 0.000199;165
habituellement;usually;-;0.993939 0.820000;164
�tag�re;shelf;-;1.000000 1.000000;164
mois;months;-;0.250384 0.853403;163
march�;walked;-;0.358242 0.783654;163
rare;rare;-;0.993902 0.802956;163
Entr�e gratuite;Admission Free;-;0.993865 0.952941;162
m�me;even;-;0.331288 0.736364;162
mort;death;-;0.644000 0.842932;161
enceinte;pregnant;-;0.817259 0.941520;161
vente;sale;-;1.000000 1.000000;160
dimanche;Sunday;-;0.930233 0.769231;160
laisser;leave;-;0.512903 0.571942;159
Aujourd'hui;Today;-;0.814433 0.868132;158
sens;feel;-;0.467456 0.451429;158
devant;front;-;0.908046 0.892655;158
En;In;-;0.516340 0.410390;158
te;you;-;0.338362 0.017499;157
m�tres;meters;-;0.963190 0.987421;157
maison;home;-;0.132601 0.388614;157
d';a;-;0.075955 0.011555;157
plan;plan;-;0.923529 0.610895;157
demande;wonder;-;0.772277 0.829787;156
univers;universe;-;1.000000 1.000000;155
si;so;-;0.139766 0.235562;155
soci�t�;company;-;0.927711 0.472393;154
travail;job;-;0.143925 0.546099;154
exemple;example;-;0.993548 1.000000;154
truite;trout;-;1.000000 0.974684;154
seulement;only;-;0.758621 0.495177;154
d';the;-;0.074020 0.012341;153
oc�an;ocean;-;1.000000 1.000000;153
belle;beautiful;-;0.840659 0.683036;153
opinion;opinion;-;0.987097 0.840659;153
la;I;-;0.021262 0.008640;153
extr�mement;extremely;-;0.822581 0.836066;153
urgent;urgent;-;0.974359 0.915663;152
ampoule;bulb;-;0.888889 0.858757;152
sandwich;sandwich;-;0.791667 0.904762;152
mauvais;bad;-;0.658009 0.660870;152
alcool;alcohol;-;0.713615 0.783505;152
Mon p�re;My father;-;0.510067 0.883721;152
conseilla;advised;-;0.888889 0.258503;152
trou;hole;-;1.000000 1.000000;152
Quatre;Four;-;0.987013 1.000000;152
hamburger;hamburger;-;1.000000 0.967949;151
horriblement;awfully;-;0.843575 0.867816;151
vais;'ll;-;0.266784 0.531690;151
emprunter;borrow;-;0.980519 0.986928;151
lire;read;-;0.742574 0.559701;150
tard;late;-;0.609756 0.408719;150
scandale;scandal;-;1.000000 1.000000;150
responsable;responsible;-;1.000000 0.824176;150
fer;iron;-;0.955414 0.824176;150
que;is;-;0.047155 0.011404;150
jusqu';until;-;0.728155 0.828729;150
rumeur;rumor;-;1.000000 1.000000;149
arr�t�;stopped;-;0.430636 0.608163;149
journ�e;day;-;0.814208 0.113914;149
art;art;-;0.980263 0.980263;149
t�l�phone;telephone;-;0.631356 0.741294;149
classe;class;-;0.837079 0.823204;149
marteau;hammer;-;0.949045 0.943038;149
balayer;sweep;-;1.000000 0.961039;148
entrer;enter;-;0.813187 0.672727;148
�toile;star;-;1.000000 1.000000;148
chante;sings;-;0.350711 0.942675;148
magasin;store;-;0.770833 0.942675;148
Deux;Two;-;0.850575 0.980132;148
virer;fired;-;0.986577 1.000000;147
personnes;people;-;0.812155 0.199187;147
passion;passion;-;0.960784 1.000000;147
conseille;advise;-;0.986577 0.746193;147
nage;swims;-;0.519435 0.880240;147
contient;contains;-;0.854651 0.993243;147
M�re;Mother;-;0.918750 0.750000;147
veut;wants;-;0.790323 0.875000;147
bu;drank;-;0.830508 0.595142;147
syst�me;system;-;0.986577 0.980000;147
portefeuille;wallet;-;0.954545 0.885542;147
autorit�;authority;-;1.000000 1.000000;147
l';him;-;0.056647 0.057132;147
ouverte;open;-;0.913043 0.690141;147
vieux;old;-;0.730000 0.485050;146
le;is;-;0.030499 0.011100;146
feu;fire;-;0.705314 0.586345;146
le;in;-;0.030499 0.026922;146
recommander;recommend;-;0.986395 0.828571;145
attraper;catch;-;0.788043 0.566406;145
occasion;opportunity;-;0.868263 0.771277;145
Apportez;Bring;-;0.884146 0.697115;145
bonne;good;-;0.637168 0.111888;144
leurs;their;-;0.917197 0.240803;144
la;is;-;0.020011 0.010948;144
fourchette;fork;-;0.953642 1.000000;144
dormir;sleep;-;0.916667 0.362025;143
communication;communication;-;1.000000 1.000000;143
n';no;-;0.083920 0.306210;143
l';to;-;0.055106 0.016213;143
Il;to;-;0.008871 0.016213;143
qu';it;-;0.113873 0.060348;142
piles;batteries;-;1.000000 1.000000;142
mang�;ate;-;0.479730 0.699507;142
Brown;Brown;-;0.916129 0.835294;142
.;the;-;0.000171 0.011453;142
Regarde;Look;-;0.834320 0.658879;141
signature;signature;-;1.000000 0.979167;141
sait;knows;-;0.643836 0.524164;141
Pourrais;Could;-;0.668246 0.493007;141
une;of;-;0.034550 0.031215;141
chez;home;-;0.721649 0.346535;140
�;of;-;0.029775 0.030994;140
Dis;Tell;-;0.848485 0.760870;140
assis;sitting;-;0.828402 0.740741;140
r�serv�e;reserved;-;0.958621 0.978873;139
gagn�;won;-;0.932886 0.868750;139
a;He;-;0.059427 0.008899;139
un;I;-;0.016118 0.007850;139
arr�ter;stop;-;0.380822 0.646512;139
vivant;alive;-;0.878981 0.958333;138
carri�re;career;-;1.000000 1.000000;138
moisi;moldy;-;0.750000 0.992806;138
la;a;-;0.019177 0.010157;138
bandes dessin�es;comics;-;0.920000 1.000000;138
bonheur;happiness;-;0.901961 0.992806;138
morceau;piece;-;0.826347 0.718750;138
train;train;-;0.474048 0.732620;137
n�cessaire;necessary;-;0.744565 0.695431;137
vu;seen;-;0.289641 0.678218;137
tous;every;-;0.485816 0.300439;137
Boston;Boston;-;1.000000 1.000000;136
Nourris;Feed;-;1.000000 1.000000;136
n�tre;ours;-;0.978417 0.985507;136
- vous;you;-;0.589520 0.015047;135
,;to;-;0.007113 0.015306;135
fini;finished;-;0.685279 0.551020;135
poussi�re;dust;-;1.000000 1.000000;135
num�ro;number;-;0.843750 0.658537;135
tasses;cups;-;0.937063 0.992593;134
Masako;Masako;-;0.985294 0.788235;134
pla�t;Please;-;0.374302 0.194203;134
r�gles;rules;-;0.992593 0.964029;134
cigarette;cigarette;-;0.985294 1.000000;134
le;,;-;0.027992 0.006996;134
magn�tophone;tape recorder;-;1.000000 0.977941;133
les;the;-;0.131553 0.010728;133
avoir;having;-;0.080557 0.601810;133
h�ros;hero;-;0.949640 0.891892;132
robot;robot;-;0.992481 0.992481;132
concert;concert;-;1.000000 1.000000;132
dire;tell;-;0.427184 0.453608;132
dehors;outside;-;0.745763 0.647059;132
examen;exam;-;0.324324 0.804878;132
tendis;handed;-;1.000000 1.000000;132
humeur;mood;-;0.963504 0.992481;132
min�rale;mineral;-;0.929577 0.929577;132
janvier;January;-;1.000000 0.992424;131
absurde;absurd;-;1.000000 1.000000;131
sable;sand;-;0.970370 1.000000;131
expert;expert;-;1.000000 0.992424;131
chats;Cats;-;0.587444 0.606481;131
patron;boss;-;0.955882 0.634146;130
de;have;-;0.015976 0.054599;130
nations;nations;-;1.000000 1.000000;130
crayon;pencil;-;0.977444 0.695187;130
passeport;passport;-;0.970149 0.921986;130
�;in;-;0.027435 0.023788;129
humanit�;humanity;-;0.871622 1.000000;129
�nergie;energy;-;0.977273 0.889655;129
essay�;tried;-;0.877551 0.763314;129
avoir;I;-;0.078134 0.007285;129
offrir;offer;-;0.969697 0.941176;128
Passez;Pass;-;0.948148 0.554113;128
faire;it;-;0.022385 0.054399;128
ensemble;together;-;0.977099 0.895105;128
perdre;lose;-;0.962121 0.913669;127
sushi;sushi;-;0.992188 0.417763;127
Yoko;Yoko;-;0.947761 0.984496;127
rire;laugh;-;0.793750 0.574661;127
accompagn�;accompanied;-;0.984496 0.427609;127
week-end;weekend;-;0.984375 0.724138;126
-;me;-;0.048667 0.032993;126
entreprise;company;-;0.913043 0.386503;126
jeunes;young;-;0.754491 0.341463;126
po�te;poet;-;0.992126 0.875000;126
tapis;carpet;-;0.976562 0.822368;125
ne pas;not;-;0.488281 0.050282;125
Fumer tue;Smoking kills;-;0.976562 1.000000;125
a;to;-;0.053442 0.014172;125
renard;fox;-;1.000000 1.000000;124
acteur;actor;-;0.992000 0.932331;124
comprendre;understood;-;0.480620 0.584906;124
chansons;songs;-;0.976378 0.826667;124
faillite;bankrupt;-;0.968750 0.968750;124
soci�t�s;companies;-;1.000000 0.961240;124
veste;jacket;-;0.789809 0.976378;124
corde;rope;-;0.932331 0.925373;124
fait;a;-;0.038973 0.009053;123
p�le;peels;-;1.000000 0.984000;123
pu;could;-;0.740964 0.234733;123
danse;dances;-;0.878571 0.917910;123
,;a;-;0.006481 0.009053;123
Bien s�r;Certainly;-;0.343575 0.687151;123
vapeur;steam;-;1.000000 0.976000;122
soulever;lift;-;0.968254 0.787097;122
chanson;song;-;0.787097 0.813333;122
fier;proud;-;0.983871 0.884058;122
po�me;poem;-;0.923664 0.983740;121
Sally;Sally;-;1.000000 1.000000;121
Ajoute;Add;-;0.923664 0.545045;121
indispensable;indispensable;-;0.876812 0.902985;121
population;population;-;1.000000 0.983740;121
�tranger;abroad;-;0.817568 0.930769;121
versa;poured;-;0.937500 0.588235;120
ses;his;-;0.461538 0.062467;120
pas;do;-;0.013115 0.029470;120
fait;it;-;0.038023 0.050999;120
cor�enne;Korean;-;0.944444 0.952000;119
ach�te;buys;-;0.782895 0.959677;119
mes;my;-;0.680000 0.031465;119
Gar�on;Waiter;-;1.000000 1.000000;119
philosophie;philosophy;-;1.000000 1.000000;119
que;the;-;0.037410 0.009598;119
qu' elle;she;-;0.901515 0.044569;119
du;of;-;0.100000 0.026345;119
que;than;-;0.037410 0.235178;119
menti;lied;-;0.682081 0.936508;118
�crit;written;-;0.686047 0.907692;118
Fuji;Mt. Fuji;-;0.590000 0.867647;118
cl�s;keys;-;0.991597 0.710843;118
moiti�;half;-;0.771242 0.655556;118
Mon p�re;father;-;0.395973 0.025798;118
victimes;victims;-;0.983333 0.983333;118
ne;do;-;0.034957 0.028733;117
faire;have;-;0.020462 0.049139;117
billet;ticket;-;0.879699 0.593909;117
assurance;insurance;-;0.951220 0.975000;117
�taient;were;-;0.928571 0.462451;117
chaussette;sock;-;1.000000 1.000000;116
Approuves;approve;-;0.991453 0.542056;116
campus;campus;-;1.000000 1.000000;116
Porto Rico;Puerto Rico;-;1.000000 1.000000;116
quart;quarter;-;0.738854 0.974790;116
l';I;-;0.044701 0.006551;116
occup�e;busy;-;0.662857 0.334294;116
accompagna;accompanied;-;0.991453 0.390572;116
Votre;Your;-;0.935484 0.442748;116
au;the;-;0.153642 0.009356;116
conseil;advice;-;0.950820 0.640884;116
utile;useful;-;0.674419 0.734177;116
populaire;popular;-;0.846715 0.778523;116
stylo;pen;-;0.771812 0.905512;115
�checs;chess;-;0.934959 0.991379;115
patio;patio;-;1.000000 1.000000;115
survivre;survive;-;1.000000 1.000000;115
heureux;happy;-;0.727848 0.575000;115
�t�;summer;-;0.250545 0.595855;115
pas;to;-;0.012568 0.013039;115
religion;religion;-;1.000000 1.000000;115
est;It;-;0.008931 0.071606;115
capable;able;-;0.682635 0.647727;114
lapins;rabbits;-;0.974359 1.000000;114
d�fait;undone;-;1.000000 0.991304;114
Il;the;-;0.007072 0.009195;114
Montre;Show;-;0.982759 0.658960;114
Ma m�re;mother;-;0.582474 0.033711;113
de;do;-;0.013887 0.027750;113
sport;sports;-;0.649425 0.896825;113
Aoi danse;Aoi dances;-;1.000000 0.926230;113
fait;I;-;0.035488 0.006325;112
loin;far;-;0.722581 0.800000;112
renvers�;spilled;-;0.941176 0.842105;112
�tudiant;student;-;0.861538 0.854962;112
Parfait;Perfect;-;0.991150 1.000000;112
fait;you;-;0.035488 0.012483;112
plat;dish;-;0.736842 0.925620;112
crime;crime;-;0.982456 1.000000;112
vend;sells;-;0.940678 0.909836;111
vendeur;salesman;-;1.000000 1.000000;111
command�;ordered;-;0.874016 0.409594;111
Yumi;Yumi;-;0.867188 1.000000;111
steak;steak;-;0.888000 0.656805;111
bol;bowl;-;0.991071 1.000000;111
oubli�;forgot;-;0.880952 0.853846;111
avait;had;-;0.299191 0.168182;111
cerveau;brain;-;0.846154 0.990991;110
imagination;imagination;-;1.000000 1.000000;110
ce;you;-;0.049887 0.012260;110
internationale;international;-;0.982143 0.973451;110
amour;love;-;0.846154 0.421456;110
l';of;-;0.042389 0.024352;110
violon;violin;-;1.000000 0.901639;110
poitrine;chest;-;0.964912 0.990991;110
beaucoup;much;-;0.143989 0.324405;109
pauvre;poor;-;0.872000 0.637427;109
vendredi;Friday;-;0.981982 0.931624;109
avocat;lawyer;-;1.000000 1.000000;109
-;do;-;0.042101 0.026768;109
gr�ve;strike;-;0.990909 0.964602;109
New York;New York;-;0.670807 0.755245;108
certain;certain;-;0.931034 0.696774;108
drapeau;flag;-;1.000000 0.947368;108
barbier;barber;-;0.981818 0.715232;108
servi;served;-;0.765957 0.931034;108
lancinante;throbbing;-;1.000000 0.947368;108
fl�che;arrow;-;1.000000 1.000000;108
appris;learned;-;0.794118 0.931034;108
Il;a;-;0.006700 0.007949;108
aimerais;'d;-;0.349515 0.398524;108
lui;her;-;0.047703 0.107784;108
Peux;Can;-;0.710526 0.234783;108
efforts;efforts;-;0.776978 0.939130;108
d�teste;hate;-;0.519417 0.792593;107
Malheureusement;Unfortunately;-;1.000000 1.000000;107
cach�;hid;-;0.769784 0.614943;107
bouton;button;-;0.899160 0.884298;107
mer.;sea;-;0.834646 0.572973;106
honn�te;honest;-;0.876033 1.000000;106
conclusions;conclusions;-;1.000000 0.981481;106
l';it;-;0.040848 0.045049;106
reproche;blame;-;0.990654 0.848000;106
est;in;-;0.008232 0.019546;106
pay�;paid;-;0.697368 0.868852;106
Quelqu'un;Someone;-;0.726027 0.791045;106
juge;judge;-;0.972477 1.000000;106
t�che;task;-;0.990654 0.938053;106
r�soudre;solve;-;0.853659 0.929204;105
invit�s;guests;-;0.945946 0.889831;105
lever;early;-;0.352349 0.114754;105
marcheur;walker;-;1.000000 0.846774;105
menteur;liar;-;1.000000 1.000000;105
en-l';absent-minded;-;0.990566 0.913043;105
temps;weather;-;0.060449 0.488372;105
habitude;habit;-;0.504808 0.777778;105
Est;Is;-;0.567568 0.332278;105
Viens;Come;-;0.840000 0.403846;105
plusieurs;several;-;0.739437 0.889831;105
court;runs;-;0.632530 0.589888;105
de;for;-;0.012781 0.027897;104
�volution;evolution;-;1.000000 1.000000;104
Alice;Alice;-;1.000000 0.981132;104
poup�e;doll;-;0.990476 0.945455;104
un;an;-;0.012059 0.248210;104
qu';that;-;0.083400 0.046847;104
douche;shower;-;0.990476 1.000000;104
rappelle;remember;-;0.544503 0.199616;104
�paule;shoulder;-;0.818898 0.912281;104
comprends;understand;-;0.764706 0.464286;104
questions;questions;-;1.000000 0.859504;104
r�colte;harvest;-;0.832000 0.881356;104
mang�;eaten;-;0.347973 0.565934;103
aime;likes;-;0.191095 0.720280;103
cr�ature;creature;-;1.000000 0.971698;103
oreilles;ears;-;1.000000 0.830645;103
cr�er;create;-;1.000000 1.000000;103
faire;a;-;0.018013 0.007581;103
adresse;address;-;1.000000 0.780303;103
l';in;-;0.039692 0.018993;103
peu;some;-;0.166397 0.270341;103
miel;honey;-;0.919643 0.990385;103
conduit;drives;-;0.796875 0.962264;102
un;to;-;0.011827 0.011565;102
voisin;neighbor;-;1.000000 0.971429;102
�viter;avoid;-;0.990291 0.761194;102
programme;program;-;0.990291 1.000000;102
�couter;listen;-;0.886957 0.842975;102
Ce;That;-;0.122010 0.362989;102
chemin;way;-;0.733813 0.350515;102
bo�tes;boxes;-;0.809524 0.980769;102
rembourser;refund;-;0.713287 1.000000;102
rest�;stayed;-;0.918919 0.864407;102
applique;apply;-;0.935780 0.857143;102
Chaque;Every;-;0.766917 0.927273;102
ingr�dients;ingredients;-;0.962264 0.962264;102
semblait;seemed;-;0.943925 1.000000;101
.;him .;-;0.000122 0.841667;101
encore;yet;-;0.162641 0.647436;101
pas;do n't;-;0.011038 0.558011;101
d�cision;decision;-;1.000000 0.971154;101
naturel;natural;-;0.909910 0.827869;101
br�ler;burn;-;0.682432 0.870690;101
�chou�;failed;-;0.848739 0.716312;101
aida;helped;-;0.952381 0.408163;100
nage;swim;-;0.353357 0.113636;100
contraint;compelled;-;0.595238 0.769231;100
camping;camping;-;1.000000 1.000000;100
tomates;tomatoes;-;0.813008 1.000000;100
M�morise-le;Memorize;-;0.970874 1.000000;100
explication;explanation;-;0.970874 0.952381;100
Dire;Saying;-;0.970874 0.800000;100
�coute;Listen;-;0.523560 0.746269;100
croire;believe;-;0.826446 0.657895;100
utiliser;use;-;0.892857 0.390625;100
Personne;No;-;0.425532 0.480769;100
avoir;to;-;0.060569 0.011338;100
sa;her;-;0.133869 0.099800;100
quoi;what;-;0.393701 0.084818;100
au;at;-;0.132450 0.111359;100
ann�es;years;-;0.925234 0.083756;99
�chantillon;sample;-;1.000000 1.000000;99
